USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
OH	39001770100	286755226	1535831	     110.717	       0.593	 38.9560042	 -83.3557407                                                                                                                     
OH	39001770200	222687010	102314	      85.980	       0.040	 38.9909749	 -83.5518337                                                                                                                      
OH	39001770300	389153870	170790	     150.253	       0.066	 38.8403307	 -83.5815269                                                                                                                      
OH	39001770400	96485498	242467	      37.253	       0.094	 38.7716214	 -83.5445111                                                                                                                       
OH	39001770500	394819808	1580106	     152.441	       0.610	 38.7507835	 -83.3646628                                                                                                                     
OH	39001770600	122307525	2534431	      47.223	       0.979	 38.7060421	 -83.5610405                                                                                                                     
OH	39003010100	20489718	231126	       7.911	       0.089	 40.8917469	 -83.8991177                                                                                                                       
OH	39003010200	180865885	729630	      69.833	       0.282	 40.8652862	 -84.0034720                                                                                                                      
OH	39003010300	74841111	305797	      28.896	       0.118	 40.8240378	 -84.1599836                                                                                                                       
OH	39003010600	146652802	2873596	      56.623	       1.110	 40.7249174	 -84.3146099                                                                                                                     
OH	39003010800	35293998	426741	      13.627	       0.165	 40.7796765	 -84.2081403                                                                                                                       
OH	39003010900	7319935	10167	       2.826	       0.004	 40.7446294	 -84.1581047                                                                                                                         
OH	39003011000	13509935	6019	       5.216	       0.002	 40.7773655	 -84.1355805                                                                                                                         
OH	39003011200	14750566	173961	       5.695	       0.067	 40.7823566	 -84.0783177                                                                                                                       
OH	39003011300	67020652	3337624	      25.877	       1.289	 40.7728631	 -84.0340979                                                                                                                      
OH	39003011400	92511401	797645	      35.719	       0.308	 40.7810576	 -83.9205969                                                                                                                       
OH	39003011500	93214149	354450	      35.990	       0.137	 40.6955180	 -83.9280532                                                                                                                       
OH	39003011600	83456368	183179	      32.223	       0.071	 40.6751125	 -84.0414238                                                                                                                       
OH	39003011800	9737768	275186	       3.760	       0.106	 40.7187870	 -84.1451480                                                                                                                        
OH	39003011900	20893254	145836	       8.067	       0.056	 40.6841495	 -84.1343291                                                                                                                       
OH	39003012000	6950537	119803	       2.684	       0.046	 40.7070395	 -84.1683471                                                                                                                        
OH	39003012100	35201968	218896	      13.592	       0.085	 40.6822427	 -84.1973201                                                                                                                       
OH	39003012200	1956550	7022	       0.755	       0.003	 40.7647074	 -84.1169163                                                                                                                          
OH	39003012300	2021972	0	       0.781	       0.000	 40.7531921	 -84.1170540                                                                                                                             
OH	39003012400	1973023	9711	       0.762	       0.004	 40.7582635	 -84.1040908                                                                                                                          
OH	39003012600	2071512	162082	       0.800	       0.063	 40.7390385	 -84.0838425                                                                                                                        
OH	39003012700	926345	17809	       0.358	       0.007	 40.7336078	 -84.0945137                                                                                                                          
OH	39003012900	824393	0	       0.318	       0.000	 40.7440996	 -84.1194763                                                                                                                              
OH	39003013000	2608815	0	       1.007	       0.000	 40.7491913	 -84.1356594                                                                                                                             
OH	39003013100	1510795	0	       0.583	       0.000	 40.7388170	 -84.1421507                                                                                                                             
OH	39003013200	1045377	8168	       0.404	       0.003	 40.7363542	 -84.1316868                                                                                                                          
OH	39003013300	879197	1660	       0.339	       0.001	 40.7337390	 -84.1216379                                                                                                                           
OH	39003013400	2073208	82227	       0.800	       0.032	 40.7282394	 -84.1114506                                                                                                                         
OH	39003013600	1410035	136278	       0.544	       0.053	 40.7262946	 -84.0881040                                                                                                                        
OH	39003013700	1373627	9539	       0.530	       0.004	 40.7222688	 -84.0875228                                                                                                                          
OH	39003013800	6612746	37282	       2.553	       0.014	 40.7131287	 -84.0934238                                                                                                                         
OH	39003013900	69531674	210941	      26.846	       0.081	 40.7960827	 -84.3058099                                                                                                                       
OH	39003014000	40208162	290855	      15.524	       0.112	 40.8376849	 -84.2676026                                                                                                                       
OH	39003014100	2732615	102934	       1.055	       0.040	 40.7453548	 -84.1005400                                                                                                                        
OH	39005970100	222493459	1852563	      85.905	       0.715	 40.9553081	 -82.2047465                                                                                                                     
OH	39005970200	231528902	1572049	      89.394	       0.607	 40.9855738	 -82.3460413                                                                                                                     
OH	39005970300	28731224	134546	      11.093	       0.052	 40.8839500	 -82.3699615                                                                                                                       
OH	39005970400	21094780	260712	       8.145	       0.101	 40.8907599	 -82.2876631                                                                                                                       
OH	39005970500	1477721	0	       0.571	       0.000	 40.8646134	 -82.3121958                                                                                                                             
OH	39005970600	28307777	75049	      10.930	       0.029	 40.8442366	 -82.3821850                                                                                                                        
OH	39005970700	45948701	253518	      17.741	       0.098	 40.8253111	 -82.3368058                                                                                                                       
OH	39005970800	36132684	115985	      13.951	       0.045	 40.8432735	 -82.2701270                                                                                                                       
OH	39005970900	222770876	634132	      86.012	       0.245	 40.7616465	 -82.1915107                                                                                                                      
OH	39005971000	162473480	4632579	      62.731	       1.789	 40.7359178	 -82.3043778                                                                                                                     
OH	39005971100	94478326	437952	      36.478	       0.169	 40.6088843	 -82.3152852                                                                                                                       
OH	39007000101	28804003	3721914	      11.121	       1.437	 41.9245480	 -80.5987501                                                                                                                      
OH	39007000102	5316408	1447391	       2.053	       0.559	 41.9581574	 -80.5589660                                                                                                                       
OH	39007000103	3587174	0	       1.385	       0.000	 41.9414505	 -80.5691543                                                                                                                             
OH	39007000200	46604892	4108239	      17.994	       1.586	 41.9107163	 -80.6588177                                                                                                                      
OH	39007000300	37503333	2682951	      14.480	       1.036	 41.8881299	 -80.7366176                                                                                                                      
OH	39007000400	4312019	1065806	       1.665	       0.412	 41.8977949	 -80.7889118                                                                                                                       
OH	39007000500	4626995	4642	       1.786	       0.002	 41.8717888	 -80.7757115                                                                                                                          
OH	39007000601	2952293	95279	       1.140	       0.037	 41.8891355	 -80.8017265                                                                                                                         
OH	39007000602	3160726	5056823	       1.220	       1.952	 41.8901912	 -80.8345072                                                                                                                       
OH	39007000603	35747877	5330213	      13.802	       2.058	 41.8617868	 -80.8750372                                                                                                                      
OH	39007000701	5122365	0	       1.978	       0.000	 41.8617569	 -80.8115367                                                                                                                             
OH	39007000702	49022094	63720	      18.928	       0.025	 41.8032193	 -80.8694185                                                                                                                        
OH	39007000703	4588472	0	       1.772	       0.000	 41.8510094	 -80.8074383                                                                                                                             
OH	39007000704	24593175	42729	       9.495	       0.016	 41.8459047	 -80.7609693                                                                                                                        
OH	39007000801	13595422	2191509	       5.249	       0.846	 41.8494675	 -80.9384534                                                                                                                      
OH	39007000802	20831010	22522	       8.043	       0.009	 41.7934995	 -80.9238343                                                                                                                        
OH	39007000900	43299718	1725676	      16.718	       0.666	 41.8172391	 -80.9773768                                                                                                                      
OH	39007001001	174337654	2257568	      67.312	       0.872	 41.6535933	 -80.9098180                                                                                                                     
OH	39007001002	97526126	548907	      37.655	       0.212	 41.7432613	 -80.9118687                                                                                                                       
OH	39007001101	101143950	197177	      39.052	       0.076	 41.6616948	 -80.7715182                                                                                                                      
OH	39007001102	112050646	475244	      43.263	       0.183	 41.7584385	 -80.7839445                                                                                                                      
OH	39007001200	340935227	382118	     131.636	       0.148	 41.8029084	 -80.6186942                                                                                                                      
OH	39007001301	185637634	7356014	      71.675	       2.840	 41.5540692	 -80.6142137                                                                                                                     
OH	39007001302	191938582	6659962	      74.108	       2.571	 41.6632568	 -80.6183220                                                                                                                     
OH	39007001400	280770558	458066	     108.406	       0.177	 41.5529028	 -80.8609475                                                                                                                      
OH	39007990000	0	1678931558	       0.000	     648.239	 42.1015473	 -80.7704354                                                                                                                          
OH	39009972600	87910168	1024295	      33.942	       0.395	 39.5130021	 -82.0984874                                                                                                                      
OH	39009972700	62512721	164032	      24.136	       0.063	 39.4354381	 -82.1514327                                                                                                                       
OH	39009972800	74694472	901636	      28.840	       0.348	 39.4139065	 -82.2458608                                                                                                                       
OH	39009972900	42160414	955516	      16.278	       0.369	 39.3592298	 -82.1618191                                                                                                                       
OH	39009973000	3470864	2787	       1.340	       0.001	 39.3439737	 -82.0902396                                                                                                                          
OH	39009973101	1232140	145744	       0.476	       0.056	 39.3282860	 -82.1097000                                                                                                                        
OH	39009973200	47658873	272346	      18.401	       0.105	 39.3208653	 -82.1649665                                                                                                                       
OH	39009973300	55679194	641682	      21.498	       0.248	 39.3013118	 -82.0482791                                                                                                                       
OH	39009973400	75292447	1287761	      29.071	       0.497	 39.3750881	 -82.0868782                                                                                                                      
OH	39009973500	276315877	1382903	     106.686	       0.534	 39.3882630	 -81.9539713                                                                                                                     
OH	39009973600	178264583	2606963	      68.828	       1.007	 39.2368933	 -81.8172553                                                                                                                     
OH	39009973700	243600715	1572437	      94.055	       0.607	 39.2370513	 -82.0336913                                                                                                                     
OH	39009973800	153608720	1505790	      59.309	       0.581	 39.2812113	 -82.2266813                                                                                                                     
OH	39009973901	1169104	0	       0.451	       0.000	 39.3236725	 -82.0970187                                                                                                                             
OH	39009973902	813425	0	       0.314	       0.000	 39.3317087	 -82.0925802                                                                                                                              
OH	39011040100	209105062	43036	      80.736	       0.017	 40.5926371	 -83.9854087                                                                                                                       
OH	39011040200	91076735	89471	      35.165	       0.035	 40.6169347	 -84.1571042                                                                                                                        
OH	39011040300	7360669	155077	       2.842	       0.060	 40.5723374	 -84.1800865                                                                                                                        
OH	39011040400	10773191	0	       4.160	       0.000	 40.5754056	 -84.2053789                                                                                                                            
OH	39011040500	288166526	587158	     111.262	       0.227	 40.6237520	 -84.3359498                                                                                                                      
OH	39011040600	65519356	19359	      25.297	       0.007	 40.5004400	 -84.3860663                                                                                                                        
OH	39011040900	47797837	0	      18.455	       0.000	 40.4440946	 -84.3970140                                                                                                                            
OH	39011041000	52590292	10011	      20.305	       0.004	 40.4000468	 -84.4024931                                                                                                                        
OH	39011041100	237285508	266517	      91.616	       0.103	 40.5191936	 -84.1666985                                                                                                                      
OH	39011041201	22188309	157610	       8.567	       0.061	 40.5328319	 -84.4374853                                                                                                                       
OH	39011041202	7735794	16947	       2.987	       0.007	 40.5412247	 -84.4049570                                                                                                                         
OH	39013010100	51020838	199706	      19.699	       0.077	 40.1214436	 -80.7626756                                                                                                                       
OH	39013010200	26218241	229496	      10.123	       0.089	 40.0743091	 -80.7953805                                                                                                                       
OH	39013010300	51598711	320688	      19.922	       0.124	 40.1313429	 -80.8358140                                                                                                                       
OH	39013010600	142146409	9200859	      54.883	       3.552	 40.1391040	 -81.0448165                                                                                                                     
OH	39013010700	181396183	5462715	      70.037	       2.109	 40.0810335	 -81.1171130                                                                                                                     
OH	39013010802	14255239	172557	       5.504	       0.067	 40.0271821	 -81.0619159                                                                                                                       
OH	39013010900	169546022	1766112	      65.462	       0.682	 39.9947568	 -81.1250983                                                                                                                     
OH	39013011000	338503083	4063984	     130.697	       1.569	 39.9017000	 -81.0267629                                                                                                                     
OH	39013011200	169233344	703130	      65.341	       0.271	 39.9714998	 -80.9000578                                                                                                                      
OH	39013011300	6804909	73444	       2.627	       0.028	 39.9685413	 -80.7736943                                                                                                                         
OH	39013011400	62642806	252551	      24.187	       0.098	 40.0177018	 -80.7859443                                                                                                                       
OH	39013011500	2402054	68086	       0.927	       0.026	 40.0097336	 -80.7488087                                                                                                                         
OH	39013011600	828487	0	       0.320	       0.000	 40.0181528	 -80.7468026                                                                                                                              
OH	39013011700	1293313	2019	       0.499	       0.001	 40.0314898	 -80.7381114                                                                                                                          
OH	39013011900	2026255	0	       0.782	       0.000	 40.0926719	 -80.7373254                                                                                                                             
OH	39013012000	5464644	13916	       2.110	       0.005	 40.1096762	 -80.7248511                                                                                                                         
OH	39013012100	1830129	1571	       0.707	       0.001	 40.0981077	 -80.7192530                                                                                                                          
OH	39013012200	94469431	758629	      36.475	       0.293	 40.0380398	 -80.9247267                                                                                                                       
OH	39013012300	20825975	171305	       8.041	       0.066	 40.0858310	 -80.9251367                                                                                                                       
OH	39013012400	35702886	225239	      13.785	       0.087	 40.0719854	 -80.8649024                                                                                                                       
OH	39015951201	130376456	712687	      50.339	       0.275	 39.1963712	 -83.9362611                                                                                                                      
OH	39015951202	136457178	68540	      52.686	       0.026	 39.0977803	 -83.9328436                                                                                                                       
OH	39015951300	95693033	673013	      36.947	       0.260	 39.0114226	 -83.9506115                                                                                                                       
OH	39015951400	145787149	41212	      56.289	       0.016	 38.9546161	 -83.8483477                                                                                                                       
OH	39015951500	252958909	1419941	      97.668	       0.548	 38.9081951	 -83.7493177                                                                                                                     
OH	39015951600	151957379	2090607	      58.671	       0.807	 38.7394865	 -83.7485714                                                                                                                     
OH	39015951700	75623249	1306709	      29.198	       0.505	 38.7801742	 -83.8433706                                                                                                                      
OH	39015951800	77949407	1030884	      30.096	       0.398	 38.8363539	 -83.9104087                                                                                                                      
OH	39015951900	202332811	1554458	      78.121	       0.600	 38.8807514	 -83.9770653                                                                                                                     
OH	39017000100	2128609	14939	       0.822	       0.006	 39.3585468	 -84.5541137                                                                                                                         
OH	39017000200	3598447	112290	       1.389	       0.043	 39.3640277	 -84.5707168                                                                                                                        
OH	39017000300	2740185	220115	       1.058	       0.085	 39.3819382	 -84.5645359                                                                                                                        
OH	39017000400	2366781	0	       0.914	       0.000	 39.3820705	 -84.5506443                                                                                                                             
OH	39017000500	2110184	0	       0.815	       0.000	 39.3856822	 -84.5403417                                                                                                                             
OH	39017000600	2302576	0	       0.889	       0.000	 39.4024657	 -84.5440375                                                                                                                             
OH	39017001001	7059164	173335	       2.726	       0.067	 39.4300571	 -84.5657220                                                                                                                        
OH	39017001002	4847180	0	       1.872	       0.000	 39.4282703	 -84.5868518                                                                                                                             
OH	39017001100	1710829	54336	       0.661	       0.021	 39.4056228	 -84.5775352                                                                                                                         
OH	39017001300	4486819	27674	       1.732	       0.011	 39.4006044	 -84.5884780                                                                                                                         
OH	39017010101	2451906	0	       0.947	       0.000	 39.5119497	 -84.7416951                                                                                                                             
OH	39017010102	8159900	5426	       3.151	       0.002	 39.5166755	 -84.7647533                                                                                                                          
OH	39017010103	18259203	0	       7.050	       0.000	 39.4918501	 -84.7533865                                                                                                                            
OH	39017010104	1033055	0	       0.399	       0.000	 39.5070402	 -84.7345237                                                                                                                             
OH	39017010201	1667635	0	       0.644	       0.000	 39.5057739	 -84.7251507                                                                                                                             
OH	39017010202	158114102	834570	      61.048	       0.322	 39.4736842	 -84.7780983                                                                                                                      
OH	39017010203	95242335	2742	      36.773	       0.001	 39.3514010	 -84.7493778                                                                                                                         
OH	39017010301	94947318	83053	      36.659	       0.032	 39.5261017	 -84.5440247                                                                                                                        
OH	39017010302	94867370	333709	      36.628	       0.129	 39.5188631	 -84.6322395                                                                                                                       
OH	39017010500	2623417	107560	       1.013	       0.042	 39.4312010	 -84.5411604                                                                                                                        
OH	39017010600	45694116	726647	      17.643	       0.281	 39.4555598	 -84.5301283                                                                                                                       
OH	39017010800	74844940	649794	      28.898	       0.251	 39.3502179	 -84.6473017                                                                                                                       
OH	39017010901	5428834	98225	       2.096	       0.038	 39.3496174	 -84.5785100                                                                                                                         
OH	39017010903	5771021	0	       2.228	       0.000	 39.3221234	 -84.5509804                                                                                                                             
OH	39017010904	3085627	0	       1.191	       0.000	 39.3446305	 -84.5488545                                                                                                                             
OH	39017010906	8515675	14105	       3.288	       0.005	 39.3453600	 -84.5304095                                                                                                                         
OH	39017010907	2704602	0	       1.044	       0.000	 39.3122356	 -84.5323278                                                                                                                             
OH	39017010908	5750490	0	       2.220	       0.000	 39.3208243	 -84.5134592                                                                                                                             
OH	39017010909	11627269	0	       4.489	       0.000	 39.3324374	 -84.4919270                                                                                                                            
OH	39017010910	5169335	0	       1.996	       0.000	 39.3211424	 -84.5716085                                                                                                                             
OH	39017010911	9479410	528131	       3.660	       0.204	 39.3230820	 -84.5963137                                                                                                                        
OH	39017011002	23736211	403219	       9.165	       0.156	 39.4171773	 -84.5074183                                                                                                                       
OH	39017011003	6080977	0	       2.348	       0.000	 39.3751194	 -84.4907492                                                                                                                             
OH	39017011004	14797866	0	       5.713	       0.000	 39.3680294	 -84.5165155                                                                                                                            
OH	39017011109	9524419	0	       3.677	       0.000	 39.3443044	 -84.3800719                                                                                                                             
OH	39017011110	6797418	0	       2.624	       0.000	 39.3243064	 -84.3827936                                                                                                                             
OH	39017011111	7846630	0	       3.030	       0.000	 39.3289337	 -84.3593751                                                                                                                             
OH	39017011112	6841820	0	       2.642	       0.000	 39.3669725	 -84.4506552                                                                                                                             
OH	39017011116	10475152	0	       4.044	       0.000	 39.3802254	 -84.4406405                                                                                                                            
OH	39017011117	28655783	43039	      11.064	       0.017	 39.4091101	 -84.4424837                                                                                                                        
OH	39017011118	7668680	7115	       2.961	       0.003	 39.3873447	 -84.3579270                                                                                                                          
OH	39017011120	12296818	0	       4.748	       0.000	 39.3862258	 -84.3854302                                                                                                                            
OH	39017011121	16197526	28186	       6.254	       0.011	 39.4180367	 -84.3755377                                                                                                                        
OH	39017011122	5111093	0	       1.973	       0.000	 39.3498926	 -84.4659553                                                                                                                             
OH	39017011123	12542274	0	       4.843	       0.000	 39.3183090	 -84.4641336                                                                                                                            
OH	39017011125	5336092	0	       2.060	       0.000	 39.3601557	 -84.3830285                                                                                                                             
OH	39017011126	4795476	48577	       1.852	       0.019	 39.3485430	 -84.4072237                                                                                                                         
OH	39017011127	3438063	0	       1.327	       0.000	 39.3646630	 -84.4101540                                                                                                                             
OH	39017011128	10933773	0	       4.222	       0.000	 39.3321150	 -84.4368925                                                                                                                            
OH	39017011129	4667789	0	       1.802	       0.000	 39.3538694	 -84.4387164                                                                                                                             
OH	39017011130	4828244	0	       1.864	       0.000	 39.3015002	 -84.3697466                                                                                                                             
OH	39017011131	9463373	0	       3.654	       0.000	 39.3088162	 -84.4123635                                                                                                                             
OH	39017011200	20737988	0	       8.007	       0.000	 39.4454887	 -84.3663328                                                                                                                            
OH	39017011300	16808495	281991	       6.490	       0.109	 39.4537480	 -84.4165169                                                                                                                       
OH	39017011800	5655553	51384	       2.184	       0.020	 39.4885915	 -84.4613214                                                                                                                         
OH	39017012100	22532158	112390	       8.700	       0.043	 39.5675799	 -84.3969563                                                                                                                       
OH	39017012200	6872684	432725	       2.654	       0.167	 39.5311406	 -84.3881560                                                                                                                        
OH	39017012300	1593578	0	       0.615	       0.000	 39.5346993	 -84.3608684                                                                                                                             
OH	39017012400	4117199	35395	       1.590	       0.014	 39.5386245	 -84.3386038                                                                                                                         
OH	39017012500	4346671	0	       1.678	       0.000	 39.5129196	 -84.3442359                                                                                                                             
OH	39017012600	3313246	0	       1.279	       0.000	 39.5188441	 -84.3643667                                                                                                                             
OH	39017012700	1878440	0	       0.725	       0.000	 39.5212623	 -84.3788325                                                                                                                             
OH	39017013000	1579062	138222	       0.610	       0.053	 39.5100637	 -84.4129815                                                                                                                        
OH	39017013100	1332685	0	       0.515	       0.000	 39.5060340	 -84.4013659                                                                                                                             
OH	39017013200	1261296	0	       0.487	       0.000	 39.5068765	 -84.3874203                                                                                                                             
OH	39017013300	1885912	0	       0.728	       0.000	 39.5078427	 -84.3684186                                                                                                                             
OH	39017013400	903752	0	       0.349	       0.000	 39.5005980	 -84.3744252                                                                                                                              
OH	39017013500	1597789	0	       0.617	       0.000	 39.4925963	 -84.3727123                                                                                                                             
OH	39017013600	3509133	0	       1.355	       0.000	 39.4963326	 -84.3525701                                                                                                                             
OH	39017013900	3984959	0	       1.539	       0.000	 39.4816898	 -84.3992536                                                                                                                             
OH	39017014000	4474248	616463	       1.728	       0.238	 39.4877221	 -84.4327611                                                                                                                        
OH	39017014100	14858911	0	       5.737	       0.000	 39.4809542	 -84.3713984                                                                                                                            
OH	39017014300	57770725	320075	      22.305	       0.124	 39.5567564	 -84.4432519                                                                                                                       
OH	39017014400	1363079	0	       0.526	       0.000	 39.5166100	 -84.3973737                                                                                                                             
OH	39017014600	1590587	353047	       0.614	       0.136	 39.4079096	 -84.5552072                                                                                                                        
OH	39017014700	1611822	63814	       0.622	       0.025	 39.4101576	 -84.5661638                                                                                                                         
OH	39017014800	8463390	0	       3.268	       0.000	 39.4174016	 -84.6090800                                                                                                                             
OH	39017014900	13806791	339918	       5.331	       0.131	 39.3814595	 -84.6006244                                                                                                                       
OH	39017015000	81264746	145080	      31.376	       0.056	 39.4359682	 -84.6549354                                                                                                                       
OH	39017015100	19590143	426089	       7.564	       0.165	 39.4596604	 -84.4558654                                                                                                                       
OH	39019720100	186896821	119391	      72.161	       0.046	 40.6575107	 -81.0033766                                                                                                                      
OH	39019720200	56405374	151292	      21.778	       0.058	 40.6987904	 -81.0953786                                                                                                                       
OH	39019720300	84273508	2099633	      32.538	       0.811	 40.6729042	 -81.1882954                                                                                                                      
OH	39019720400	173422282	4605629	      66.959	       1.778	 40.5856281	 -81.2278319                                                                                                                     
OH	39019720500	62511057	0	      24.136	       0.000	 40.5851997	 -81.0735835                                                                                                                            
OH	39019720600	272464704	53336	     105.199	       0.021	 40.5217221	 -80.9784606                                                                                                                       
OH	39019720700	186057214	4163374	      71.837	       1.607	 40.4803498	 -81.1711866                                                                                                                     
OH	39021010100	83908371	45588	      32.397	       0.018	 40.1830847	 -83.6241701                                                                                                                        
OH	39021010200	254963982	1528641	      98.442	       0.590	 40.1538168	 -83.9647388                                                                                                                     
OH	39021010400	37288175	128055	      14.397	       0.049	 40.1384153	 -83.7873623                                                                                                                       
OH	39021010500	6985049	4584	       2.697	       0.002	 40.1121978	 -83.7257641                                                                                                                          
OH	39021010600	8345040	0	       3.222	       0.000	 40.0977499	 -83.7408662                                                                                                                             
