USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
OH	39093070500	1857179	0	       0.717	       0.000	 41.3769802	 -82.1179568                                                                                                                             
OH	39093070600	2999817	102688	       1.158	       0.040	 41.3792056	 -82.0923786                                                                                                                        
OH	39093070700	2371542	7172	       0.916	       0.003	 41.3747158	 -82.0820980                                                                                                                          
OH	39093070800	936193	74231	       0.361	       0.029	 41.3685900	 -82.1089811                                                                                                                          
OH	39093070901	7777651	17515	       3.003	       0.007	 41.3593007	 -82.1284522                                                                                                                         
OH	39093070902	6866887	0	       2.651	       0.000	 41.3639948	 -82.1592359                                                                                                                             
OH	39093071000	682851	36959	       0.264	       0.014	 41.3611889	 -82.1088188                                                                                                                          
OH	39093071100	2083561	44519	       0.804	       0.017	 41.3590808	 -82.0962852                                                                                                                         
OH	39093071201	1572777	0	       0.607	       0.000	 41.3607984	 -82.0832561                                                                                                                             
OH	39093071202	3780369	0	       1.460	       0.000	 41.3540023	 -82.0776436                                                                                                                             
OH	39093071300	6376888	132123	       2.462	       0.051	 41.3341410	 -82.0875077                                                                                                                        
OH	39093071400	2464770	66651	       0.952	       0.026	 41.3461264	 -82.1105466                                                                                                                         
OH	39093071500	17586457	280046	       6.790	       0.108	 41.3318057	 -82.1383542                                                                                                                       
OH	39093077100	37120953	558718	      14.332	       0.216	 41.2964349	 -82.1133431                                                                                                                       
OH	39093080101	1948102	0	       0.752	       0.000	 41.4126156	 -81.9819988                                                                                                                             
OH	39093080103	3066435	0	       1.184	       0.000	 41.4053294	 -82.0127232                                                                                                                             
OH	39093080104	3376933	0	       1.304	       0.000	 41.4079855	 -81.9984454                                                                                                                             
OH	39093080500	19733804	85158	       7.619	       0.033	 41.3995464	 -82.0456336                                                                                                                        
OH	39093080600	10814492	259112	       4.175	       0.100	 41.3887781	 -81.9864563                                                                                                                       
OH	39093080700	21764890	19511	       8.403	       0.008	 41.3631276	 -82.0203944                                                                                                                        
OH	39093090100	27287461	363016	      10.536	       0.140	 41.3088334	 -81.9056965                                                                                                                       
OH	39093090200	38775615	189555	      14.971	       0.073	 41.3156867	 -81.9444157                                                                                                                       
OH	39093091100	33384847	127056	      12.890	       0.049	 41.3350285	 -82.0115864                                                                                                                       
OH	39093091200	31320253	70072	      12.093	       0.027	 41.2894968	 -82.0112369                                                                                                                        
OH	39093092100	69082729	436944	      26.673	       0.169	 41.3238613	 -82.3037909                                                                                                                       
OH	39093093100	117493745	747424	      45.365	       0.289	 41.2320481	 -82.2517745                                                                                                                      
OH	39093094100	123004841	866713	      47.492	       0.335	 41.2091142	 -82.1308213                                                                                                                      
OH	39093095100	72918210	297370	      28.154	       0.115	 41.2476146	 -82.0294888                                                                                                                       
OH	39093096100	57347085	1025915	      22.142	       0.396	 41.1693053	 -82.2185411                                                                                                                      
OH	39093097100	155413077	923464	      60.005	       0.357	 41.1222866	 -82.2637587                                                                                                                      
OH	39093097200	18645087	1423884	       7.199	       0.550	 41.4238889	 -82.2460816                                                                                                                      
OH	39093097300	2199539	221578	       0.849	       0.086	 41.4578890	 -82.1720017                                                                                                                        
OH	39093097400	11376573	2002628	       4.393	       0.773	 41.4948307	 -81.9901589                                                                                                                      
OH	39093990200	0	1094203191	       0.000	     422.474	 41.6347746	 -82.1526215                                                                                                                          
OH	39095000200	1406595	0	       0.543	       0.000	 41.6971418	 -83.5825724                                                                                                                             
OH	39095000300	1538240	0	       0.594	       0.000	 41.7005657	 -83.5721198                                                                                                                             
OH	39095000400	1672902	0	       0.646	       0.000	 41.6974971	 -83.5595342                                                                                                                             
OH	39095000600	2179224	35974	       0.841	       0.014	 41.6870404	 -83.5760810                                                                                                                         
OH	39095000700	1911492	0	       0.738	       0.000	 41.6840915	 -83.5920228                                                                                                                             
OH	39095000800	1462396	0	       0.565	       0.000	 41.6823688	 -83.5622184                                                                                                                             
OH	39095000900	4363215	113207	       1.685	       0.044	 41.6921651	 -83.5414091                                                                                                                        
OH	39095001000	1552036	0	       0.599	       0.000	 41.6843325	 -83.5346467                                                                                                                             
OH	39095001100	4929003	310194	       1.903	       0.120	 41.6939884	 -83.5149882                                                                                                                        
OH	39095001201	3730164	1164823	       1.440	       0.450	 41.6946448	 -83.4844266                                                                                                                       
OH	39095001202	3151122	304660	       1.217	       0.118	 41.6809253	 -83.4999999                                                                                                                        
OH	39095001301	1364250	0	       0.527	       0.000	 41.6702066	 -83.6173194                                                                                                                             
OH	39095001302	761353	0	       0.294	       0.000	 41.6713889	 -83.6091639                                                                                                                              
OH	39095001303	2489030	7446	       0.961	       0.003	 41.6730563	 -83.5955274                                                                                                                          
OH	39095001400	1366478	0	       0.528	       0.000	 41.6660505	 -83.5864481                                                                                                                             
OH	39095001500	1511656	0	       0.584	       0.000	 41.6723840	 -83.5724442                                                                                                                             
OH	39095001600	1316889	0	       0.508	       0.000	 41.6746195	 -83.5542623                                                                                                                             
OH	39095001700	731965	0	       0.283	       0.000	 41.6715640	 -83.5401898                                                                                                                              
OH	39095001800	785976	0	       0.303	       0.000	 41.6734639	 -83.5344010                                                                                                                              
OH	39095001900	1356171	0	       0.524	       0.000	 41.6739060	 -83.5244327                                                                                                                             
OH	39095002000	1212674	313890	       0.468	       0.121	 41.6686118	 -83.5085709                                                                                                                        
OH	39095002100	1289421	0	       0.498	       0.000	 41.6654257	 -83.5610742                                                                                                                             
OH	39095002200	927789	0	       0.358	       0.000	 41.6674169	 -83.5480189                                                                                                                              
OH	39095002300	613962	0	       0.237	       0.000	 41.6622662	 -83.5458243                                                                                                                              
OH	39095002401	1834602	0	       0.708	       0.000	 41.6581543	 -83.5980437                                                                                                                             
OH	39095002402	662194	0	       0.256	       0.000	 41.6581652	 -83.5848445                                                                                                                              
OH	39095002500	1189911	0	       0.459	       0.000	 41.6582814	 -83.5757386                                                                                                                             
OH	39095002600	1055947	0	       0.408	       0.000	 41.6571212	 -83.5633294                                                                                                                             
OH	39095002700	622299	0	       0.240	       0.000	 41.6576909	 -83.5481663                                                                                                                              
OH	39095002800	1226556	113823	       0.474	       0.044	 41.6543405	 -83.5358295                                                                                                                        
OH	39095002900	826881	93109	       0.319	       0.036	 41.6602414	 -83.5295264                                                                                                                          
OH	39095003000	1468033	241320	       0.567	       0.093	 41.6635377	 -83.5212362                                                                                                                        
OH	39095003100	2148419	10178	       0.830	       0.004	 41.6414390	 -83.5996350                                                                                                                         
OH	39095003200	774972	0	       0.299	       0.000	 41.6498021	 -83.5792345                                                                                                                              
OH	39095003300	769493	0	       0.297	       0.000	 41.6505881	 -83.5635365                                                                                                                              
OH	39095003400	624446	0	       0.241	       0.000	 41.6517904	 -83.5494588                                                                                                                              
OH	39095003500	1496308	0	       0.578	       0.000	 41.6419794	 -83.5801636                                                                                                                             
OH	39095003600	1127606	0	       0.435	       0.000	 41.6436939	 -83.5648659                                                                                                                             
OH	39095003700	1196304	0	       0.462	       0.000	 41.6459431	 -83.5478321                                                                                                                             
OH	39095003900	2234801	0	       0.863	       0.000	 41.6322519	 -83.5925577                                                                                                                             
OH	39095004000	1344796	0	       0.519	       0.000	 41.6348502	 -83.5701861                                                                                                                             
OH	39095004200	666347	0	       0.257	       0.000	 41.6325424	 -83.5542836                                                                                                                              
OH	39095004400	1432026	0	       0.553	       0.000	 41.6258516	 -83.5810838                                                                                                                             
OH	39095004501	2071053	962101	       0.800	       0.371	 41.6075762	 -83.5866930                                                                                                                        
OH	39095004503	1743296	0	       0.673	       0.000	 41.5934732	 -83.6186065                                                                                                                             
OH	39095004504	3193819	924763	       1.233	       0.357	 41.5974299	 -83.6000557                                                                                                                        
OH	39095004600	5231882	1314441	       2.020	       0.508	 41.6723350	 -83.4819181                                                                                                                       
OH	39095004701	2627960	311847	       1.015	       0.120	 41.6527459	 -83.5082791                                                                                                                        
OH	39095004702	2133613	0	       0.824	       0.000	 41.6501070	 -83.4969035                                                                                                                             
OH	39095004800	1235945	185446	       0.477	       0.072	 41.6436039	 -83.5240772                                                                                                                        
OH	39095004900	1032317	0	       0.399	       0.000	 41.6377239	 -83.5105495                                                                                                                             
OH	39095005000	632605	0	       0.244	       0.000	 41.6401036	 -83.5012785                                                                                                                              
OH	39095005100	1315916	109074	       0.508	       0.042	 41.6339833	 -83.5246195                                                                                                                        
OH	39095005200	2809012	742934	       1.085	       0.287	 41.6229391	 -83.5364284                                                                                                                        
OH	39095005300	1180556	0	       0.456	       0.000	 41.6252400	 -83.5107676                                                                                                                             
OH	39095005400	1729724	1035157	       0.668	       0.400	 41.6261070	 -83.5541585                                                                                                                       
OH	39095005501	1767719	12778080	       0.683	       4.934	 41.7180760	 -83.4324809                                                                                                                      
OH	39095005502	2043467	3284588	       0.789	       1.268	 41.7060959	 -83.4541600                                                                                                                       
OH	39095005503	1330476	168093	       0.514	       0.065	 41.7061688	 -83.4963186                                                                                                                        
OH	39095005600	9192161	833781	       3.549	       0.322	 41.7190637	 -83.5058925                                                                                                                        
OH	39095005701	2549589	0	       0.984	       0.000	 41.7258937	 -83.5645600                                                                                                                             
OH	39095005702	9979498	0	       3.853	       0.000	 41.7161974	 -83.5519869                                                                                                                             
OH	39095005703	948610	0	       0.366	       0.000	 41.7040640	 -83.5524129                                                                                                                              
OH	39095005801	1729267	0	       0.668	       0.000	 41.7248471	 -83.5930275                                                                                                                             
OH	39095005802	2560655	0	       0.989	       0.000	 41.7140533	 -83.5950879                                                                                                                             
OH	39095005901	1318949	0	       0.509	       0.000	 41.7247456	 -83.6147584                                                                                                                             
OH	39095005902	2595789	0	       1.002	       0.000	 41.7136881	 -83.6142765                                                                                                                             
OH	39095006000	1387714	0	       0.536	       0.000	 41.6991814	 -83.6182544                                                                                                                             
OH	39095006100	1217016	0	       0.470	       0.000	 41.6992697	 -83.6085747                                                                                                                             
OH	39095006200	2183651	0	       0.843	       0.000	 41.7004680	 -83.5954078                                                                                                                             
OH	39095006300	999172	0	       0.386	       0.000	 41.6873870	 -83.6021120                                                                                                                              
OH	39095006400	878260	0	       0.339	       0.000	 41.6885423	 -83.6135184                                                                                                                              
OH	39095006500	1352655	0	       0.522	       0.000	 41.6817547	 -83.6151769                                                                                                                             
OH	39095006600	2964288	0	       1.145	       0.000	 41.6427944	 -83.6183283                                                                                                                             
OH	39095006700	1558305	0	       0.602	       0.000	 41.6461512	 -83.6046392                                                                                                                             
OH	39095006800	3981368	0	       1.537	       0.000	 41.6205331	 -83.6164252                                                                                                                             
OH	39095006900	1333172	0	       0.515	       0.000	 41.6043740	 -83.6178226                                                                                                                             
OH	39095007001	2750965	0	       1.062	       0.000	 41.5821064	 -83.6359419                                                                                                                             
OH	39095007002	2911835	1192383	       1.124	       0.460	 41.5726914	 -83.6261058                                                                                                                       
OH	39095007101	10556352	38571	       4.076	       0.015	 41.5776763	 -83.6716611                                                                                                                        
OH	39095007102	5573136	614994	       2.152	       0.237	 41.5599665	 -83.6691445                                                                                                                        
OH	39095007202	3075177	0	       1.187	       0.000	 41.6012840	 -83.6479369                                                                                                                             
OH	39095007203	4282177	0	       1.653	       0.000	 41.6046709	 -83.6333488                                                                                                                             
OH	39095007204	4456622	0	       1.721	       0.000	 41.6047294	 -83.6801102                                                                                                                             
OH	39095007205	3072766	0	       1.186	       0.000	 41.6004255	 -83.6637665                                                                                                                             
OH	39095007301	5595019	0	       2.160	       0.000	 41.6260309	 -83.6780351                                                                                                                             
OH	39095007302	3674879	0	       1.419	       0.000	 41.6329303	 -83.6472729                                                                                                                             
OH	39095007303	4531552	0	       1.750	       0.000	 41.6214098	 -83.6457691                                                                                                                             
OH	39095007400	5259539	0	       2.031	       0.000	 41.6455913	 -83.6453291                                                                                                                             
OH	39095007500	3954863	0	       1.527	       0.000	 41.6583035	 -83.6489426                                                                                                                             
OH	39095007600	4879982	41563	       1.884	       0.016	 41.6700562	 -83.6413065                                                                                                                         
OH	39095007700	3878652	0	       1.498	       0.000	 41.6813617	 -83.6328452                                                                                                                             
OH	39095007800	2863243	0	       1.106	       0.000	 41.6986600	 -83.6341526                                                                                                                             
OH	39095007901	1250599	0	       0.483	       0.000	 41.7240085	 -83.6337383                                                                                                                             
OH	39095007902	2915571	0	       1.126	       0.000	 41.7132193	 -83.6346891                                                                                                                             
OH	39095008000	4238774	0	       1.637	       0.000	 41.7167932	 -83.6550693                                                                                                                             
OH	39095008100	3420882	0	       1.321	       0.000	 41.7183357	 -83.6761153                                                                                                                             
OH	39095008201	4241425	0	       1.638	       0.000	 41.7209325	 -83.7136309                                                                                                                             
OH	39095008202	6794581	0	       2.623	       0.000	 41.7102084	 -83.7178774                                                                                                                             
OH	39095008203	5165765	116212	       1.995	       0.045	 41.6961668	 -83.7161190                                                                                                                        
OH	39095008301	7998701	30496	       3.088	       0.012	 41.6998380	 -83.6700432                                                                                                                         
OH	39095008302	3882958	10980	       1.499	       0.004	 41.6817513	 -83.6655354                                                                                                                         
OH	39095008400	4974923	0	       1.921	       0.000	 41.6785143	 -83.6846596                                                                                                                             
OH	39095008500	3479984	0	       1.344	       0.000	 41.6605658	 -83.6800651                                                                                                                             
OH	39095008600	4906846	0	       1.895	       0.000	 41.6445937	 -83.6812020                                                                                                                             
OH	39095008700	8555692	0	       3.303	       0.000	 41.6433071	 -83.7093317                                                                                                                             
OH	39095008800	8985020	0	       3.469	       0.000	 41.6090650	 -83.7037509                                                                                                                             
OH	39095008901	30909059	64322	      11.934	       0.025	 41.5116679	 -83.7955121                                                                                                                        
OH	39095008902	29272211	2022178	      11.302	       0.781	 41.4926527	 -83.7533900                                                                                                                      
OH	39095009000	60257348	539571	      23.265	       0.208	 41.5654600	 -83.7508223                                                                                                                       
OH	39095009101	12198447	93012	       4.710	       0.036	 41.6423859	 -83.7368334                                                                                                                        
OH	39095009102	23338959	44463	       9.011	       0.017	 41.6036839	 -83.7567820                                                                                                                        
OH	39095009201	28891989	76053	      11.155	       0.029	 41.6912393	 -83.7525424                                                                                                                        
OH	39095009202	7619672	0	       2.942	       0.000	 41.6747137	 -83.7086844                                                                                                                             
OH	39095009300	58298291	0	      22.509	       0.000	 41.6897757	 -83.8298283                                                                                                                            
OH	39095009400	55725922	0	      21.516	       0.000	 41.6318182	 -83.8228817                                                                                                                            
OH	39095009500	57058210	136847	      22.030	       0.053	 41.5676673	 -83.8472541                                                                                                                       
OH	39095009600	67575001	1271572	      26.091	       0.491	 41.4697537	 -83.8364205                                                                                                                      
OH	39095009700	78711890	252501523	      30.391	      97.491	 41.6640273	 -83.2642797                                                                                                                    
OH	39095009800	36309199	17138558	      14.019	       6.617	 41.6709383	 -83.3991482                                                                                                                     
OH	39095009900	29513775	1668877	      11.395	       0.644	 41.6617298	 -83.4452645                                                                                                                      
OH	39095010001	2610023	0	       1.008	       0.000	 41.6501803	 -83.4781555                                                                                                                             
OH	39095010002	1966591	0	       0.759	       0.000	 41.6404054	 -83.4819344                                                                                                                             
OH	39095010100	6692452	0	       2.584	       0.000	 41.6274592	 -83.4864268                                                                                                                             
OH	39095010200	2752789	0	       1.063	       0.000	 41.6191875	 -83.5989422                                                                                                                             
OH	39095010300	2540638	393134	       0.981	       0.152	 41.6372086	 -83.5433566                                                                                                                        
OH	39095010400	1306171	0	       0.504	       0.000	 41.6580314	 -83.6150459                                                                                                                             
OH	39095990000	0	357147720	       0.000	     137.896	 41.8246157	 -83.1637572                                                                                                                           
OH	39097040101	150124430	11844	      57.963	       0.005	 40.0691770	 -83.3810905                                                                                                                       
OH	39097040102	62188413	41980	      24.011	       0.016	 40.0748042	 -83.2612157                                                                                                                        
OH	39097040201	37160224	1115316	      14.348	       0.431	 39.9569108	 -83.5004630                                                                                                                      
OH	39097040202	167748620	88372	      64.768	       0.034	 39.9800792	 -83.4098993                                                                                                                       
OH	39097040400	68688669	63293	      26.521	       0.024	 39.9809629	 -83.2991081                                                                                                                        
OH	39097040500	41072927	31725	      15.858	       0.012	 39.9129337	 -83.2784466                                                                                                                        
OH	39097040600	25213895	0	       9.735	       0.000	 39.9137857	 -83.4419232                                                                                                                            
OH	39097040700	2288384	0	       0.884	       0.000	 39.8844348	 -83.4444499                                                                                                                             
OH	39097041000	12015541	0	       4.639	       0.000	 39.9073648	 -83.4855285                                                                                                                            
OH	39097041100	248670133	559472	      96.012	       0.216	 39.8503007	 -83.3661693                                                                                                                      
OH	39097041200	80228679	7017	      30.976	       0.003	 39.7373434	 -83.2974634                                                                                                                         
OH	39097041300	311246231	0	     120.173	       0.000	 39.7659650	 -83.4908438                                                                                                                           
OH	39099800300	3321757	110816	       1.283	       0.043	 41.1040562	 -80.6036098                                                                                                                        
OH	39099800400	4996143	2505	       1.929	       0.001	 41.1208992	 -80.6091369                                                                                                                          
OH	39099800500	3984661	2689	       1.538	       0.001	 41.1230135	 -80.6237981                                                                                                                          
OH	39099800600	2150235	34	       0.830	       0.000	 41.1048402	 -80.6260348                                                                                                                            
OH	39099801000	2866132	0	       1.107	       0.000	 41.0826028	 -80.6382330                                                                                                                             
OH	39099801100	1365806	0	       0.527	       0.000	 41.0668523	 -80.6400249                                                                                                                             
OH	39099801200	1401550	0	       0.541	       0.000	 41.0703295	 -80.6294972                                                                                                                             
OH	39099801300	3105155	36351	       1.199	       0.014	 41.0663590	 -80.6093805                                                                                                                         
OH	39099801400	1288311	0	       0.497	       0.000	 41.0553028	 -80.6223135                                                                                                                             
OH	39099801500	1072451	0	       0.414	       0.000	 41.0571386	 -80.6549436                                                                                                                             
OH	39099801600	1563547	0	       0.604	       0.000	 41.0663609	 -80.6532599                                                                                                                             
OH	39099801700	2078348	0	       0.802	       0.000	 41.0829899	 -80.6515198                                                                                                                             
OH	39099802100	983725	0	       0.380	       0.000	 41.0801886	 -80.6604725                                                                                                                              
OH	39099802300	954720	0	       0.369	       0.000	 41.0769537	 -80.6697641                                                                                                                              
OH	39099802400	1856032	18012	       0.717	       0.007	 41.0675241	 -80.6686517                                                                                                                         
OH	39099802500	2172797	139781	       0.839	       0.054	 41.0811582	 -80.6786788                                                                                                                        
OH	39099802600	2192344	133436	       0.846	       0.052	 41.0935436	 -80.6858449                                                                                                                        
OH	39099802701	3058058	1674	       1.181	       0.001	 41.0763211	 -80.7047087                                                                                                                          
OH	39099802702	3406889	132902	       1.315	       0.051	 41.0758668	 -80.6932240                                                                                                                        
OH	39099802800	2884096	2916	       1.114	       0.001	 41.0946087	 -80.6984469                                                                                                                          
OH	39099802900	1218939	0	       0.471	       0.000	 41.1050856	 -80.6963612                                                                                                                             
OH	39099803000	1560769	0	       0.603	       0.000	 41.1103917	 -80.6976262                                                                                                                             
OH	39099804000	2270582	9904	       0.877	       0.004	 41.1158621	 -80.6424431                                                                                                                          
OH	39099804100	1153301	5435	       0.445	       0.002	 41.1213620	 -80.6579558                                                                                                                          
OH	39099804200	1329697	0	       0.513	       0.000	 41.1297797	 -80.6538488                                                                                                                             
OH	39099804300	1082184	10045	       0.418	       0.004	 41.1279665	 -80.6403534                                                                                                                         
OH	39099810100	4463760	0	       1.723	       0.000	 41.0789249	 -80.5794831                                                                                                                             
OH	39099810200	3633997	81982	       1.403	       0.032	 41.0785526	 -80.6018030                                                                                                                         
OH	39099810300	1516823	0	       0.586	       0.000	 41.0712090	 -80.5914984                                                                                                                             
OH	39099810600	2184686	25660	       0.844	       0.010	 41.0600351	 -80.6004332                                                                                                                         
OH	39099810700	3369256	41178	       1.301	       0.016	 41.0461051	 -80.6017321                                                                                                                         
OH	39099810800	3925011	180958	       1.515	       0.070	 41.0526052	 -80.5829296                                                                                                                        
OH	39099810900	42234772	272100	      16.307	       0.105	 41.0867768	 -80.5385497                                                                                                                       
OH	39099811001	11116583	503499	       4.292	       0.194	 41.0314784	 -80.5742532                                                                                                                       
OH	39099811002	30728882	280950	      11.864	       0.108	 40.9980525	 -80.5782200                                                                                                                       
OH	39099811100	3524581	211145	       1.361	       0.082	 41.0371673	 -80.5421802                                                                                                                        
OH	39099811200	3142914	24248	       1.213	       0.009	 41.0201338	 -80.6132509                                                                                                                         
OH	39099811300	6526419	4849	       2.520	       0.002	 41.0490150	 -80.6377978                                                                                                                          
OH	39099811400	2283858	210084	       0.882	       0.081	 41.0521030	 -80.6681447                                                                                                                        
OH	39099811500	8475773	148244	       3.273	       0.057	 41.0355444	 -80.6980179                                                                                                                        
OH	39099811600	3738496	53949	       1.443	       0.021	 41.0343492	 -80.6843592                                                                                                                         
OH	39099811700	1964690	3935	       0.759	       0.002	 41.0354601	 -80.6654516                                                                                                                          
OH	39099811800	1168646	0	       0.451	       0.000	 41.0346045	 -80.6598670                                                                                                                             
OH	39099811901	5018646	16943	       1.938	       0.007	 41.0321429	 -80.6375798                                                                                                                         
OH	39099811902	12026838	91574	       4.644	       0.035	 41.0010435	 -80.6439616                                                                                                                        
OH	39099812001	8025264	1788	       3.099	       0.001	 41.0061676	 -80.6656353                                                                                                                          
OH	39099812002	11651549	152382	       4.499	       0.059	 41.0074498	 -80.6845438                                                                                                                       
OH	39099812100	56081064	557414	      21.653	       0.215	 41.0012606	 -80.7281358                                                                                                                       
OH	39099812200	10574522	72187	       4.083	       0.028	 41.0298795	 -80.7673224                                                                                                                        
OH	39099812301	2893829	170	       1.117	       0.000	 41.0920050	 -80.7210201                                                                                                                           
